XM_040198227.1	chrII	12000352	12000352	chrII	12022728	12024999	+	XM_040198227.1	path1	Q7T3C6	Cleavage and polyadenylation specificity factor subunit 5 {ECO:0000250|UniProtKB:O43809}	Nudix hydrolase 21 {ECO:0000250|UniProtKB:O43809};	 PF13869;	 GO:0005737;GO:0005849;GO:0005634;GO:0042382;GO:0016787;GO:0042802;GO:0035925;GO:0003729;GO:0030154;GO:1990120;GO:0110104;GO:0006378;GO:0006397;GO:0031439;GO:1900365;GO:2000975;GO:2000738;GO:0010608;GO:0051290;	  C:cytoplasm; C:mRNA cleavage factor complex; C:nucleus; C:paraspeckles;	  F:hydrolase activity; F:identical protein binding; F:mRNA 3'-UTR AU-rich region binding; F:mRNA binding;	  P:cell differentiation; P:messenger ribonucleoprotein complex assembly; P:mRNA alternative polyadenylation; P:mRNA polyadenylation; P:mRNA processing; P:positive regulation of mRNA cleavage; P:positive regulation of mRNA polyadenylation; P:positive regulation of pro-B cell differentiation; P:positive regulation of stem cell differentiation; P:posttranscriptional regulation of gene expression; P:protein heterotetramerization;
XM_040198192.1	chrII	12000352	12000352	chrII	12027042	12031229	+	XM_040198192.1	path1	Q5R4R3	Prolyl 3-hydroxylase OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1;uS12 prolyl 3-hydroxylase;	 PF13661;PF10637;	 GO:0010494;GO:0005634;GO:0005506;GO:0031418;GO:0031544;GO:0031543;GO:0008283;GO:0018126;GO:0006449;GO:0034063;	  C:cytoplasmic stress granule; C:nucleus;	  F:iron ion binding; F:L-ascorbic acid binding; F:peptidyl-proline 3-dioxygenase activity; F:peptidyl-proline dioxygenase activity;	  P:cell population proliferation; P:protein hydroxylation; P:regulation of translational termination; P:stress granule assembly;
XM_040198214.1	chrII	12000352	12000352	chrII	12031331	12038077	+	XM_040198214.1	path1	Q1M161	Tumor necrosis factor receptor type 1-associated DEATH domain protein	TNFRSF1A-associated via death domain protein;	 PF00531;PF09034;	 GO:0005737;GO:0005856;GO:0005634;GO:0060090;GO:0006915;GO:0043123;GO:0007165;	  C:cytoplasm; C:cytoskeleton; C:nucleus;	  F:molecular adaptor activity;	  P:apoptotic process; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; P:signal transduction;
XM_040198202.1	chrII	12000352	12000352	chrII	12039386	12045729	+	XM_040198202.1	path1	P09471 P29777 Q8TD72 Q9UMV4	Guanine nucleotide-binding protein G(o) subunit alpha		 PF00503;	 GO:0044297;GO:0030425;GO:0005834;GO:0043209;GO:0005886;GO:0051430;GO:0001664;GO:0031821;GO:0031683;GO:0005525;GO:0032794;GO:0003924;GO:0046872;GO:0031852;GO:0007188;GO:0007568;GO:0007212;GO:0030900;GO:0007626;GO:0006936;GO:0051926;GO:0031175;GO:0042475;GO:0043547;GO:0006457;GO:0008016;GO:0034097;GO:0042493;GO:0042542;GO:0043278;GO:0007223;	  C:cell body; C:dendrite; C:heterotrimeric G-protein complex; C:myelin sheath; C:plasma membrane;	  F:corticotropin-releasing hormone receptor 1 binding; F:G protein-coupled receptor binding; F:G protein-coupled serotonin receptor binding; F:G-protein beta/gamma-subunit complex binding; F:GTP binding; F:GTPase activating protein binding; F:GTPase activity; F:metal ion binding; F:mu-type opioid receptor binding;	  P:adenylate cyclase-modulating G protein-coupled receptor signaling pathway; P:aging; P:dopamine receptor signaling pathway; P:forebrain development; P:locomotory behavior; P:muscle contraction; P:negative regulation of calcium ion transport; P:neuron projection development; P:odontogenesis of dentin-containing tooth; P:positive regulation of GTPase activity; P:protein folding; P:regulation of heart contraction; P:response to cytokine; P:response to drug; P:response to hydrogen peroxide; P:response to morphine; P:Wnt signaling pathway, calcium modulating pathway;
XM_040204750.1	chrII	12000352	12000352	chrII	12045963	12051790	-	XM_040204750.1	path1	Q29RB1	Conserved oligomeric Golgi complex subunit 4	Component of oligomeric Golgi complex 4;	 PF08318;	 GO:0005829;GO:0000139;GO:0017119;GO:0007030;GO:0048213;GO:0015031;GO:0006029;GO:0006890;GO:0001501;	  C:cytosol; C:Golgi membrane; C:Golgi transport complex;	 	  P:Golgi organization; P:Golgi vesicle prefusion complex stabilization; P:protein transport; P:proteoglycan metabolic process; P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; P:skeletal system development;
XM_040200603.1	chrII	12227158	12227158	chrII	12149675	12162461	+	XM_040200603.1	path1	Q7RTU9	Stereocilin		 	 GO:0009986;GO:0060091;GO:0032426;GO:0060088;GO:0007160;GO:0050910;	  C:cell surface; C:kinocilium; C:stereocilium tip;	 	  P:auditory receptor cell stereocilium organization; P:cell-matrix adhesion; P:detection of mechanical stimulus involved in sensory perception of sound;
XM_040200644.1	chrII	12224595	12224595	chrII	12163939	12220110	+	XM_040200644.1	path1	P23188 Q6GTN6	Furin	Dibasic-processing enzyme;Paired basic amino acid residue-cleaving enzyme;Prohormone convertase 3;	 PF01483;PF00082;PF16470;	 GO:0009986;GO:0005769;GO:0005783;GO:0005788;GO:0005789;GO:0010008;GO:0005576;GO:0031985;GO:0000139;GO:0030173;GO:0016021;GO:0016020;GO:0045121;GO:0005886;GO:0005802;GO:0030140;GO:0012510;GO:0004175;GO:0046872;GO:0048406;GO:0008233;GO:0042277;GO:0002020;GO:0004252;GO:0004867;GO:0001825;GO:0090472;GO:0032804;GO:0032911;GO:0032902;GO:0043043;GO:0016486;GO:0030335;GO:0030511;GO:1901394;GO:0016485;GO:0032374;GO:0052548;GO:0042176;GO:0009966;GO:0032940;GO:0006465;GO:0019058;GO:0031638;GO:0097341;	  C:cell surface; C:early endosome; C:endoplasmic reticulum; C:endoplasmic reticulum lumen; C:endoplasmic reticulum membrane; C:endosome membrane; C:extracellular region; C:Golgi cisterna; C:Golgi membrane; C:integral component of Golgi membrane; C:integral component of membrane; C:membrane; C:membrane raft; C:plasma membrane; C:trans-Golgi network; C:trans-Golgi network transport vesicle; C:trans-Golgi network transport vesicle membrane;	  F:endopeptidase activity; F:metal ion binding; F:nerve growth factor binding; F:peptidase activity; F:peptide binding; F:protease binding; F:serine-type endopeptidase activity; F:serine-type endopeptidase inhibitor activity;	  P:blastocyst formation; P:dibasic protein processing; P:negative regulation of low-density lipoprotein particle receptor catabolic process; P:negative regulation of transforming growth factor beta1 production; P:nerve growth factor production; P:peptide biosynthetic process; P:peptide hormone processing; P:positive regulation of cell migration; P:positive regulation of transforming growth factor beta receptor signaling pathway; P:positive regulation of transforming growth factor beta1 activation; P:protein processing; P:regulation of cholesterol transport; P:regulation of endopeptidase activity; P:regulation of protein catabolic process; P:regulation of signal transduction; P:secretion by cell; P:signal peptide processing; P:viral life cycle; P:zymogen activation; P:zymogen inhibition;
XM_040200672.1	chrII	12224595	12224595	chrII	12267273	12277383	-	XM_040200672.1	path1	Q58G59	Kinesin-like protein kif7	Kinesin-like protein costal2;	 PF00225;	 GO:0005929;GO:0005737;GO:0035301;GO:0005871;GO:0005874;GO:0005524;GO:1990939;GO:0016887;GO:0008017;GO:0003777;GO:0007368;GO:0007018;GO:0045879;GO:0035845;	  C:cilium; C:cytoplasm; C:Hedgehog signaling complex; C:kinesin complex; C:microtubule;	  F:ATP binding; F:ATP-dependent microtubule motor activity; F:ATPase activity; F:microtubule binding; F:microtubule motor activity;	  P:determination of left/right symmetry; P:microtubule-based movement; P:negative regulation of smoothened signaling pathway; P:photoreceptor cell outer segment organization;
XM_040169199.1	chrII	12227100	12227100	chrII	12286477	12291916	-	XM_040169199.1	path1	Q53RD9 A0JNV1 A0JNV2 Q5H9P5 Q8N9G0	Fibulin-7		 PF00008;PF07645;PF00084;	 GO:0031012;GO:0005615;GO:0005925;GO:0005509;GO:0043395;GO:0008201;GO:0007155;GO:0110151;	  C:extracellular matrix; C:extracellular space; C:focal adhesion;	  F:calcium ion binding; F:heparan sulfate proteoglycan binding; F:heparin binding;	  P:cell adhesion; P:positive regulation of biomineralization;
XM_040199442.1	chrII	12240132	12240132	chrII	12315576	12348893	+	XM_040199442.1	path1	P19600 Q6GR47	Heterogeneous nuclear ribonucleoprotein C	hnRNP core protein C;	 PF00076;	 GO:0005634;GO:1990247;GO:0000398;	  C:nucleus;	  F:N6-methyladenosine-containing RNA binding;	  P:mRNA splicing, via spliceosome;
XR_005714410.1	chrII	12379464	12379464	chrII	12338929	12340220	-	XR_005714410.1	path2	P04323	Retrovirus-related Pol polyprotein from transposon 17.6		 PF17921;PF17917;PF00078;	 GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;	 	  F:aspartic-type endopeptidase activity; F:endonuclease activity; F:nucleic acid binding; F:RNA-directed DNA polymerase activity;	  P:DNA integration;
XM_040199454.1	chrII	12379464	12379464	chrII	12349655	12351395	+	XM_040199454.1	path1	Q06S87 Q0P422	5-hydroxyisourate hydrolase	Transthyretin-related protein;	 PF00576;	 GO:0005777;GO:0016811;GO:0033971;GO:0006144;GO:0019628;	  C:peroxisome;	  F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; F:hydroxyisourate hydrolase activity;	  P:purine nucleobase metabolic process; P:urate catabolic process;
XM_040199475.1	chrII	12379464	12379464	chrII	12351592	12354161	+	XM_040199475.1	path1	Q06S87 Q0P422	5-hydroxyisourate hydrolase	Transthyretin-related protein;	 PF00576;	 GO:0005777;GO:0016811;GO:0033971;GO:0006144;GO:0019628;	  C:peroxisome;	  F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; F:hydroxyisourate hydrolase activity;	  P:purine nucleobase metabolic process; P:urate catabolic process;
XM_040199488.1	chrII	12379464	12379464	chrII	12354289	12357894	+	XM_040199488.1	path1	P56812	Programmed cell death protein 5	TF-1 cell apoptosis-related protein 19;	 PF01984;	 GO:0005737;GO:0005829;GO:0005634;GO:0010698;GO:0048487;GO:0003677;GO:0008201;GO:0006915;GO:0071560;GO:0008285;GO:1903645;GO:0043065;GO:0043280;GO:0010628;GO:1903638;GO:0090200;	  C:cytoplasm; C:cytosol; C:nucleus;	  F:acetyltransferase activator activity; F:beta-tubulin binding; F:DNA binding; F:heparin binding;	  P:apoptotic process; P:cellular response to transforming growth factor beta stimulus; P:negative regulation of cell population proliferation; P:negative regulation of chaperone-mediated protein folding; P:positive regulation of apoptotic process; P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process; P:positive regulation of gene expression; P:positive regulation of protein insertion into mitochondrial outer membrane; P:positive regulation of release of cytochrome c from mitochondria;
XM_040199430.1	chrII	12379464	12379464	chrII	12358627	12362722	+	XM_040199430.1	path1	Q5U403	Diphosphomevalonate decarboxylase	Mevalonate (diphospho)decarboxylase;Mevalonate pyrophosphate decarboxylase;	 PF00288;PF18376;	 GO:0005829;GO:0005524;GO:0004163;GO:0006695;GO:0019287;	  C:cytosol;	  F:ATP binding; F:diphosphomevalonate decarboxylase activity;	  P:cholesterol biosynthetic process; P:isopentenyl diphosphate biosynthetic process, mevalonate pathway;
XM_040165734.1	chrII	12379464	12379464	chrII	12363156	12365663	+	XM_040165734.1	path1	Q95L73	Cytochrome b-245 light chain	Cytochrome b(558) alpha chain;Cytochrome b558 subunit alpha;Neutrophil cytochrome b 22 kDa polypeptide;Superoxide-generating NADPH oxidase light chain subunit;p22 phagocyte B-cytochrome;p22-phox;	 PF05038;	 GO:0043020;GO:0020037;GO:0046872;GO:0016491;GO:0045087;	  C:NADPH oxidase complex;	  F:heme binding; F:metal ion binding; F:oxidoreductase activity;	  P:innate immune response;
XM_040199277.1	chrII	12379464	12379464	chrII	12366362	12376637	+	XM_040199277.1	path1	Q8R3L2 Q3THR8 Q3UBI7 Q3UD64 Q3UG75 Q80ZX3 Q8BR80 Q8C200 Q8C2M3 Q8C6B4 Q9CUW0 Q9ER19	Transcription factor 25	Nuclear localized protein 1;	 PF04910;	 GO:0005634;GO:1990112;GO:0003677;GO:0003714;GO:0000122;	  C:nucleus; C:RQC complex;	  F:DNA binding; F:transcription corepressor activity;	  P:negative regulation of transcription by RNA polymerase II;
XM_040199339.1	chrII	12379464	12379464	chrII	12378017	12381555	+	XM_040199339.1	path1	P55167	Melanocyte-stimulating hormone receptor	Melanocortin receptor 1;	 PF00001;	 GO:0005737;GO:0016021;GO:0005886;GO:0004930;GO:0004980;GO:0007189;GO:0019222;	  C:cytoplasm; C:integral component of membrane; C:plasma membrane;	  F:G protein-coupled receptor activity; F:melanocyte-stimulating hormone receptor activity;	  P:adenylate cyclase-activating G protein-coupled receptor signaling pathway; P:regulation of metabolic process;
XM_040199316.1	chrII	12379464	12379464	chrII	12384553	12392974	+	XM_040199316.1	path1	Q6ZN54 B3KT65 B4DK62 B4E0S9 B7Z3H6 H3BUG7 Q8N8N3 Q9NXL0	Differentially expressed in FDCP 8 homolog		 PF00130;PF13901;	 GO:0046872;GO:0035556;GO:0032418;GO:0045780;GO:1900029;	 	  F:metal ion binding;	  P:intracellular signal transduction; P:lysosome localization; P:positive regulation of bone resorption; P:positive regulation of ruffle assembly;
XM_040203892.1	chrII	12379464	12379464	chrII	12415034	12419125	-	XM_040203892.1	path1	A1L1S5	Forkhead box protein F1		 PF00250;	 GO:0005634;GO:0000981;GO:0000978;GO:0009887;GO:0006357;GO:0002040;	  C:nucleus;	  F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;	  P:animal organ morphogenesis; P:regulation of transcription by RNA polymerase II; P:sprouting angiogenesis;
XM_040164950.1	chrII	12414256	12414256	chrII	12493963	12497600	-	XM_040164950.1	path1	Q90871	Interferon regulatory factor 8 {ECO:0000305}	Interferon consensus sequence-binding protein {ECO:0000303|PubMed:7536924};	 PF00605;PF10401;	 GO:0005737;GO:0005654;GO:0005634;GO:0000981;GO:0001227;GO:0000978;GO:0071346;GO:0071222;GO:0042742;GO:0042832;GO:0097028;GO:0002316;GO:0002314;GO:0006955;GO:0002376;GO:0030099;GO:0000122;GO:0006909;GO:0002273;GO:0032729;GO:0032735;GO:0045944;GO:0006357;GO:0032479;	  C:cytoplasm; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA-binding transcription repressor activity, RNA polymerase II-specific; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;	  P:cellular response to interferon-gamma; P:cellular response to lipopolysaccharide; P:defense response to bacterium; P:defense response to protozoan; P:dendritic cell differentiation; P:follicular B cell differentiation; P:germinal center B cell differentiation; P:immune response; P:immune system process; P:myeloid cell differentiation; P:negative regulation of transcription by RNA polymerase II; P:phagocytosis; P:plasmacytoid dendritic cell differentiation; P:positive regulation of interferon-gamma production; P:positive regulation of interleukin-12 production; P:positive regulation of transcription by RNA polymerase II; P:regulation of transcription by RNA polymerase II; P:regulation of type I interferon production;
XM_040164689.1	chrII	12429618	12429618	chrII	12498952	12507190	-	XM_040164689.1	path1	Q1LWL2 Q6DGQ6	Dual specificity protein phosphatase 22-A		 	 GO:0005829;GO:0005634;GO:0106306;GO:0106307;GO:0004725;GO:0008138;GO:0046330;GO:0042127;GO:0007179;	  C:cytosol; C:nucleus;	  F:protein serine phosphatase activity; F:protein threonine phosphatase activity; F:protein tyrosine phosphatase activity; F:protein tyrosine/serine/threonine phosphatase activity;	  P:positive regulation of JNK cascade; P:regulation of cell population proliferation; P:transforming growth factor beta receptor signaling pathway;
XM_040164722.1	chrII	12429618	12429618	chrII	12507642	12510045	-	XM_040164722.1	path1	Q9I8U0	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Cytochrome c oxidase subunit IV isoform 1;	 PF02936;	 GO:0016021;GO:0005743;GO:0004129;GO:0006119;	  C:integral component of membrane; C:mitochondrial inner membrane;	  F:cytochrome-c oxidase activity;	  P:oxidative phosphorylation;
XM_040164675.1	chrII	12429618	12429618	chrII	12510112	12513228	+	XM_040164675.1	path1	Q32KL5	ER membrane protein complex subunit 8	Neighbor of COX4;	 PF03665;	 GO:0005737;GO:0072546;GO:0045050;GO:0071816;	  C:cytoplasm; C:EMC complex;	 	  P:protein insertion into ER membrane by stop-transfer membrane-anchor sequence; P:tail-anchored membrane protein insertion into ER membrane;
XM_040164699.1	chrII	12429618	12429618	chrII	12514121	12516787	+	XM_040164699.1	path1	Q9Y248 D3DUM5 Q6IAG9	DNA replication complex GINS protein PSF2	GINS complex subunit 2;	 PF05916;	 GO:0071162;GO:0000811;GO:0005654;GO:0006271;GO:0000727;	  C:CMG complex; C:GINS complex; C:nucleoplasm;	 	  P:DNA strand elongation involved in DNA replication; P:double-strand break repair via break-induced replication;
XM_040171021.1	chrIII	3108803	3108803	chrIII	3007497	3121393	+	XM_040171021.1	path1	Q6PFX6	Cadherin-24		 PF00028;PF01049;	 GO:0005912;GO:0016342;GO:0005911;GO:0016021;GO:0045294;GO:0008013;GO:0045296;GO:0005509;GO:0070097;GO:0034332;GO:0016339;GO:0000902;GO:0098609;GO:0098742;GO:0007043;GO:0007156;GO:0007275;	  C:adherens junction; C:catenin complex; C:cell-cell junction; C:integral component of membrane;	  F:alpha-catenin binding; F:beta-catenin binding; F:cadherin binding; F:calcium ion binding; F:delta-catenin binding;	  P:adherens junction organization; P:calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; P:cell morphogenesis; P:cell-cell adhesion; P:cell-cell adhesion via plasma-membrane adhesion molecules; P:cell-cell junction assembly; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:multicellular organism development;
XM_040170934.1	chrIII	3799826	3799826	chrIII	3507088	3809329	+	XM_040170934.1	path1	O14525 A5PL12 B4DHI9 E9PFR8 O60799 Q5W0V7 Q5W0V8	Astrotactin-1		 PF18411;	 GO:0030136;GO:0005768;GO:0009897;GO:0016021;GO:0043204;GO:0007626;GO:0007158;GO:0001764;	  C:clathrin-coated vesicle; C:endosome; C:external side of plasma membrane; C:integral component of membrane; C:perikaryon;	 	  P:locomotory behavior; P:neuron cell-cell adhesion; P:neuron migration;
XM_040171057.1	chrIII	3799826	3799826	chrIII	3809703	3861859	-	XM_040171057.1	path1	Q9BXP8 A9Z1Y8 Q96PH7 Q96PH8 Q9H4C9	Pappalysin-2	Pregnancy-associated plasma protein A2;Pregnancy-associated plasma protein E1;	 PF00066;PF05572;PF00084;	 GO:0016324;GO:0005829;GO:0070062;GO:0005576;GO:0008237;GO:0008270;GO:0060349;GO:0044267;GO:0006508;GO:0001558;GO:0009651;	  C:apical plasma membrane; C:cytosol; C:extracellular exosome; C:extracellular region;	  F:metallopeptidase activity; F:zinc ion binding;	  P:bone morphogenesis; P:cellular protein metabolic process; P:proteolysis; P:regulation of cell growth; P:response to salt stress;
